UserID,DestinationID,ExperienceRating,Name_x,State,Type,BestTimeToVisit,AverageRating,Name_y,Preferences,Gender,NumberOfAdults,NumberOfChildren,GroupSize,Interests,Age,Budget,DurationDays,PreferredClimate,TravelStyle,SuggestedDestinations,RecommendedActivities
966,253,2,Jaipur City,Rajasthan,City,Oct-Mar,4.0,Riya,"City, Historical",Female,1,0,1,"['City', 'Historical']",60,10729,8,Tropical,Cultural,City in Rajasthan,"Shopping, Nightlife"
976,683,3,Jaipur City,Rajasthan,City,Oct-Mar,2.0,Aditya,"Beaches, Historical",Male,1,1,2,"['Beaches', 'Historical']",49,17948,9,Tropical,Relaxed,City in Rajasthan,"Shopping, Nightlife"
725,480,5,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,1.0,Karan,"Nature, Adventure",Male,1,1,2,"['Nature', 'Adventure']",38,15998,6,Humid,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
141,707,2,Goa Beaches,Goa,Beach,Nov-Mar,4.5,Meera,"City, Historical",Female,2,1,3,"['City', 'Historical']",41,42882,5,Humid,Cultural,Beach in Goa,"Sunbathing, Surfing"
109,405,5,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.0,Meera,"Beaches, Historical",Female,2,0,2,"['Beaches', 'Historical']",42,22608,3,Tropical,Relaxed,Adventure in Jammu and Kashmir,"Trekking, Camping"
765,908,5,Jaipur City,Rajasthan,City,Oct-Mar,,Hitesh,"City, Historical",Male,2,0,2,"['City', 'Historical']",30,19606,9,Moderate,Cultural,City in Rajasthan,"Shopping, Nightlife"
165,519,3,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Arjun,"City, Historical",Male,2,0,2,"['City', 'Historical']",24,32430,10,Tropical,Cultural,Nature in Kerala,"Boating, Birdwatching"
852,79,4,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Dhruv,"City, Historical",Male,2,2,4,"['City', 'Historical']",45,56292,3,Moderate,Cultural,Nature in Kerala,"Boating, Birdwatching"
201,774,3,Kerala Backwaters,Kerala,Nature,Sep-Mar,3.0,Rohan,"City, Historical",Male,2,1,3,"['City', 'Historical']",39,55992,7,Cold,Cultural,Nature in Kerala,"Boating, Birdwatching"
359,678,2,Jaipur City,Rajasthan,City,Oct-Mar,,Ishaan,"Nature, Adventure",Male,2,1,3,"['Nature', 'Adventure']",28,37464,5,Moderate,Explorer,City in Rajasthan,"Shopping, Nightlife"
832,122,1,Goa Beaches,Goa,Beach,Nov-Mar,4.0,Meera,"Beaches, Historical",Female,2,1,3,"['Beaches', 'Historical']",27,26280,10,Dry,Relaxed,Beach in Goa,"Sunbathing, Surfing"
828,434,2,Kerala Backwaters,Kerala,Nature,Sep-Mar,3.0,Pooja,"City, Historical",Female,2,2,4,"['City', 'Historical']",33,46472,7,Cold,Cultural,Nature in Kerala,"Boating, Birdwatching"
15,701,2,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,2.5,Karan,"City, Historical",Male,1,2,3,"['City', 'Historical']",42,45606,7,Tropical,Cultural,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
548,880,4,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.0,Dhruv,"Nature, Adventure",Male,1,0,1,"['Nature', 'Adventure']",32,18381,10,Humid,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
368,290,5,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,3.0,Ritvik,"Nature, Adventure",Male,1,0,1,"['Nature', 'Adventure']",29,6607,5,Dry,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
754,555,1,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.333333333333333,Aditya,"Beaches, Historical",Male,2,2,4,"['Beaches', 'Historical']",55,32456,9,Humid,Relaxed,Adventure in Jammu and Kashmir,"Trekking, Camping"
426,966,2,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,3.333333333333333,Anika,"City, Historical",Female,1,1,2,"['City', 'Historical']",45,30288,3,Dry,Cultural,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
287,253,4,Jaipur City,Rajasthan,City,Oct-Mar,4.0,Isha,"Nature, Adventure",Female,1,2,3,"['Nature', 'Adventure']",28,19845,7,Dry,Explorer,City in Rajasthan,"Shopping, Nightlife"
166,698,1,Jaipur City,Rajasthan,City,Oct-Mar,3.0,Hitesh,"Beaches, Historical",Male,2,0,2,"['Beaches', 'Historical']",35,16022,10,Dry,Relaxed,City in Rajasthan,"Shopping, Nightlife"
862,525,3,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.0,Arjun,"Beaches, Historical",Male,1,1,2,"['Beaches', 'Historical']",45,25716,9,Humid,Relaxed,Adventure in Jammu and Kashmir,"Trekking, Camping"
798,394,3,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Rohan,"City, Historical",Male,2,1,3,"['City', 'Historical']",31,44145,5,Dry,Cultural,Nature in Kerala,"Boating, Birdwatching"
252,618,3,Jaipur City,Rajasthan,City,Oct-Mar,1.0,Arjun,"City, Historical",Male,2,2,4,"['City', 'Historical']",19,27276,8,Moderate,Cultural,City in Rajasthan,"Shopping, Nightlife"
247,361,4,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,3.0,Pooja,"Beaches, Historical",Female,2,2,4,"['Beaches', 'Historical']",53,32068,9,Moderate,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
585,801,4,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,5.0,Hitesh,"City, Historical",Male,2,1,3,"['City', 'Historical']",36,51381,3,Moderate,Cultural,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
538,837,1,Goa Beaches,Goa,Beach,Nov-Mar,5.0,Anika,"Beaches, Historical",Female,2,1,3,"['Beaches', 'Historical']",27,36141,8,Tropical,Relaxed,Beach in Goa,"Sunbathing, Surfing"
790,380,3,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,1.0,Hitesh,"Beaches, Historical",Male,1,0,1,"['Beaches', 'Historical']",58,10152,7,Dry,Relaxed,Adventure in Jammu and Kashmir,"Trekking, Camping"
767,592,5,Goa Beaches,Goa,Beach,Nov-Mar,1.0,Meera,"Nature, Adventure",Female,2,2,4,"['Nature', 'Adventure']",53,65668,3,Humid,Explorer,Beach in Goa,"Sunbathing, Surfing"
259,336,4,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,5.0,Vivaan,"Beaches, Historical",Male,1,0,1,"['Beaches', 'Historical']",60,17021,10,Cold,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
259,879,5,Kerala Backwaters,Kerala,Nature,Sep-Mar,3.5,Vivaan,"Beaches, Historical",Male,1,0,1,"['Beaches', 'Historical']",21,14488,9,Humid,Relaxed,Nature in Kerala,"Boating, Birdwatching"
123,622,4,Goa Beaches,Goa,Beach,Nov-Mar,3.0,Diya,"City, Historical",Female,2,1,3,"['City', 'Historical']",26,19041,10,Moderate,Cultural,Beach in Goa,"Sunbathing, Surfing"
298,134,1,Kerala Backwaters,Kerala,Nature,Sep-Mar,5.0,Riya,"Beaches, Historical",Female,1,2,3,"['Beaches', 'Historical']",33,32397,6,Tropical,Relaxed,Nature in Kerala,"Boating, Birdwatching"
503,926,5,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,3.5,Dhruv,"Nature, Adventure",Male,1,2,3,"['Nature', 'Adventure']",26,28035,5,Tropical,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
647,366,3,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Riya,"Nature, Adventure",Female,2,1,3,"['Nature', 'Adventure']",21,15186,6,Cold,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
232,86,4,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Ishaan,"Beaches, Historical",Male,2,0,2,"['Beaches', 'Historical']",33,37878,6,Humid,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
91,153,5,Jaipur City,Rajasthan,City,Oct-Mar,3.0,Ishaan,"Beaches, Historical",Male,2,1,3,"['Beaches', 'Historical']",57,44505,10,Moderate,Relaxed,City in Rajasthan,"Shopping, Nightlife"
735,7,3,Goa Beaches,Goa,Beach,Nov-Mar,,Riya,"City, Historical",Female,1,0,1,"['City', 'Historical']",38,6021,4,Moderate,Cultural,Beach in Goa,"Sunbathing, Surfing"
321,805,4,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.0,Tanvi,"City, Historical",Female,2,2,4,"['City', 'Historical']",50,74604,9,Tropical,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
252,504,1,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Arjun,"City, Historical",Male,2,2,4,"['City', 'Historical']",23,56360,5,Tropical,Cultural,Nature in Kerala,"Boating, Birdwatching"
238,647,5,Goa Beaches,Goa,Beach,Nov-Mar,4.0,Anika,"Beaches, Historical",Female,1,1,2,"['Beaches', 'Historical']",36,22660,10,Dry,Relaxed,Beach in Goa,"Sunbathing, Surfing"
582,518,4,Jaipur City,Rajasthan,City,Oct-Mar,4.5,Anika,"City, Historical",Female,2,2,4,"['City', 'Historical']",36,77364,4,Moderate,Cultural,City in Rajasthan,"Shopping, Nightlife"
315,496,2,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Arjun,"City, Historical",Male,2,0,2,"['City', 'Historical']",50,22778,3,Dry,Cultural,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
537,287,1,Goa Beaches,Goa,Beach,Nov-Mar,4.0,Hitesh,"City, Historical",Male,2,0,2,"['City', 'Historical']",54,35482,3,Cold,Cultural,Beach in Goa,"Sunbathing, Surfing"
33,978,4,Jaipur City,Rajasthan,City,Oct-Mar,3.0,Ritvik,"City, Historical",Male,2,2,4,"['City', 'Historical']",18,72128,5,Cold,Cultural,City in Rajasthan,"Shopping, Nightlife"
133,242,4,Goa Beaches,Goa,Beach,Nov-Mar,,Ritvik,"Beaches, Historical",Male,2,2,4,"['Beaches', 'Historical']",55,41716,3,Moderate,Relaxed,Beach in Goa,"Sunbathing, Surfing"
444,327,2,Goa Beaches,Goa,Beach,Nov-Mar,2.5,Riya,"City, Historical",Female,1,0,1,"['City', 'Historical']",25,18489,4,Moderate,Cultural,Beach in Goa,"Sunbathing, Surfing"
518,251,2,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,2.0,Tanvi,"Nature, Adventure",Female,2,2,4,"['Nature', 'Adventure']",35,36520,9,Humid,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
610,87,5,Goa Beaches,Goa,Beach,Nov-Mar,,Vivaan,"Beaches, Historical",Male,1,1,2,"['Beaches', 'Historical']",54,35580,9,Humid,Relaxed,Beach in Goa,"Sunbathing, Surfing"
555,972,4,Goa Beaches,Goa,Beach,Nov-Mar,,Isha,"City, Historical",Female,1,2,3,"['City', 'Historical']",21,52368,4,Dry,Cultural,Beach in Goa,"Sunbathing, Surfing"
644,545,5,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,,Tanvi,"Nature, Adventure",Female,1,0,1,"['Nature', 'Adventure']",35,18184,5,Tropical,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
733,638,3,Jaipur City,Rajasthan,City,Oct-Mar,1.0,Kavya,"Beaches, Historical",Female,1,1,2,"['Beaches', 'Historical']",41,21072,3,Dry,Relaxed,City in Rajasthan,"Shopping, Nightlife"
717,969,1,Kerala Backwaters,Kerala,Nature,Sep-Mar,3.0,Kavya,"City, Historical",Female,2,2,4,"['City', 'Historical']",25,50232,4,Cold,Cultural,Nature in Kerala,"Boating, Birdwatching"
343,80,3,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,3.6666666666666665,Saanvi,"Beaches, Historical",Female,2,1,3,"['Beaches', 'Historical']",41,38334,4,Cold,Relaxed,Adventure in Jammu and Kashmir,"Trekking, Camping"
887,408,3,Jaipur City,Rajasthan,City,Oct-Mar,4.0,Pooja,"Nature, Adventure",Female,1,0,1,"['Nature', 'Adventure']",39,13230,4,Moderate,Explorer,City in Rajasthan,"Shopping, Nightlife"
341,613,4,Jaipur City,Rajasthan,City,Oct-Mar,2.0,Aditya,"Nature, Adventure",Male,1,1,2,"['Nature', 'Adventure']",49,14786,8,Humid,Explorer,City in Rajasthan,"Shopping, Nightlife"
575,957,5,Goa Beaches,Goa,Beach,Nov-Mar,,Ritvik,"Nature, Adventure",Male,1,2,3,"['Nature', 'Adventure']",40,53607,9,Moderate,Explorer,Beach in Goa,"Sunbathing, Surfing"
70,41,3,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Rohan,"Beaches, Historical",Male,1,2,3,"['Beaches', 'Historical']",28,53733,10,Tropical,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
409,544,3,Kerala Backwaters,Kerala,Nature,Sep-Mar,2.0,Dhruv,"Beaches, Historical",Male,2,2,4,"['Beaches', 'Historical']",56,31692,3,Dry,Relaxed,Nature in Kerala,"Boating, Birdwatching"
874,117,2,Goa Beaches,Goa,Beach,Nov-Mar,4.0,Hitesh,"Beaches, Historical",Male,2,0,2,"['Beaches', 'Historical']",23,34646,5,Humid,Relaxed,Beach in Goa,"Sunbathing, Surfing"
419,192,4,Goa Beaches,Goa,Beach,Nov-Mar,,Rohan,"Nature, Adventure",Male,2,1,3,"['Nature', 'Adventure']",44,43935,4,Dry,Explorer,Beach in Goa,"Sunbathing, Surfing"
80,873,1,Jaipur City,Rajasthan,City,Oct-Mar,2.5,Diya,"Nature, Adventure",Female,1,2,3,"['Nature', 'Adventure']",30,43989,10,Cold,Explorer,City in Rajasthan,"Shopping, Nightlife"
794,853,4,Jaipur City,Rajasthan,City,Oct-Mar,1.0,Meera,"Nature, Adventure",Female,2,1,3,"['Nature', 'Adventure']",39,36441,7,Dry,Explorer,City in Rajasthan,"Shopping, Nightlife"
784,904,1,Kerala Backwaters,Kerala,Nature,Sep-Mar,3.0,Aarav,"Beaches, Historical",Male,2,1,3,"['Beaches', 'Historical']",23,19605,6,Tropical,Relaxed,Nature in Kerala,"Boating, Birdwatching"
606,513,4,Jaipur City,Rajasthan,City,Oct-Mar,,Riya,"City, Historical",Female,2,2,4,"['City', 'Historical']",30,54800,6,Humid,Cultural,City in Rajasthan,"Shopping, Nightlife"
436,425,1,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,1.0,Aanya,"Beaches, Historical",Female,1,2,3,"['Beaches', 'Historical']",30,57102,7,Cold,Relaxed,Adventure in Jammu and Kashmir,"Trekking, Camping"
92,101,3,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Tanvi,"Nature, Adventure",Female,2,0,2,"['Nature', 'Adventure']",21,27870,4,Humid,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
942,289,3,Kerala Backwaters,Kerala,Nature,Sep-Mar,1.0,Vivaan,"City, Historical",Male,1,0,1,"['City', 'Historical']",33,18275,7,Moderate,Cultural,Nature in Kerala,"Boating, Birdwatching"
128,330,3,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,,Rohan,"Nature, Adventure",Male,2,2,4,"['Nature', 'Adventure']",23,30116,4,Humid,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
835,523,5,Jaipur City,Rajasthan,City,Oct-Mar,1.0,Meera,"Beaches, Historical",Female,2,2,4,"['Beaches', 'Historical']",50,24060,7,Humid,Relaxed,City in Rajasthan,"Shopping, Nightlife"
715,786,2,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,2.0,Pooja,"Beaches, Historical",Female,1,2,3,"['Beaches', 'Historical']",21,31758,6,Dry,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
126,983,3,Jaipur City,Rajasthan,City,Oct-Mar,2.5,Isha,"City, Historical",Female,1,0,1,"['City', 'Historical']",28,11732,10,Moderate,Cultural,City in Rajasthan,"Shopping, Nightlife"
956,597,3,Goa Beaches,Goa,Beach,Nov-Mar,4.0,Hitesh,"Nature, Adventure",Male,1,0,1,"['Nature', 'Adventure']",46,15308,8,Dry,Explorer,Beach in Goa,"Sunbathing, Surfing"
319,998,4,Jaipur City,Rajasthan,City,Oct-Mar,4.0,Pooja,"Beaches, Historical",Female,2,1,3,"['Beaches', 'Historical']",43,28074,10,Tropical,Relaxed,City in Rajasthan,"Shopping, Nightlife"
917,601,2,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Anika,"Nature, Adventure",Female,2,2,4,"['Nature', 'Adventure']",38,50396,8,Cold,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
430,164,3,Kerala Backwaters,Kerala,Nature,Sep-Mar,4.0,Vivaan,"Beaches, Historical",Male,1,1,2,"['Beaches', 'Historical']",51,31956,8,Cold,Relaxed,Nature in Kerala,"Boating, Birdwatching"
592,983,3,Jaipur City,Rajasthan,City,Oct-Mar,2.5,Saanvi,"Beaches, Historical",Female,2,1,3,"['Beaches', 'Historical']",33,45321,4,Cold,Relaxed,City in Rajasthan,"Shopping, Nightlife"
680,135,1,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.0,Aditya,"Nature, Adventure",Male,1,0,1,"['Nature', 'Adventure']",26,19599,3,Moderate,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
209,357,4,Goa Beaches,Goa,Beach,Nov-Mar,,Hitesh,"Nature, Adventure",Male,1,1,2,"['Nature', 'Adventure']",57,15650,6,Moderate,Explorer,Beach in Goa,"Sunbathing, Surfing"
876,8,5,Jaipur City,Rajasthan,City,Oct-Mar,3.0,Ritvik,"City, Historical",Male,2,2,4,"['City', 'Historical']",28,58732,6,Moderate,Cultural,City in Rajasthan,"Shopping, Nightlife"
923,892,3,Goa Beaches,Goa,Beach,Nov-Mar,,Isha,"Nature, Adventure",Female,2,2,4,"['Nature', 'Adventure']",50,47280,9,Tropical,Explorer,Beach in Goa,"Sunbathing, Surfing"
688,818,2,Jaipur City,Rajasthan,City,Oct-Mar,3.0,Kavya,"Beaches, Historical",Female,2,1,3,"['Beaches', 'Historical']",28,34890,8,Tropical,Relaxed,City in Rajasthan,"Shopping, Nightlife"
757,36,5,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Karan,"Beaches, Historical",Male,1,0,1,"['Beaches', 'Historical']",59,10569,5,Moderate,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
424,75,1,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,5.0,Riya,"Beaches, Historical",Female,1,0,1,"['Beaches', 'Historical']",41,11478,6,Moderate,Relaxed,Adventure in Jammu and Kashmir,"Trekking, Camping"
518,170,2,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.0,Tanvi,"Nature, Adventure",Female,2,2,4,"['Nature', 'Adventure']",26,55188,5,Humid,Explorer,Adventure in Jammu and Kashmir,"Trekking, Camping"
598,886,3,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,4.0,Pooja,"Beaches, Historical",Female,2,2,4,"['Beaches', 'Historical']",26,49444,3,Cold,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
390,381,5,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,2.0,Arjun,"City, Historical",Male,2,1,3,"['City', 'Historical']",44,33048,5,Dry,Cultural,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
263,278,2,Jaipur City,Rajasthan,City,Oct-Mar,3.0,Ishaan,"Nature, Adventure",Male,1,1,2,"['Nature', 'Adventure']",30,25506,7,Tropical,Explorer,City in Rajasthan,"Shopping, Nightlife"
408,403,2,Jaipur City,Rajasthan,City,Oct-Mar,2.0,Ishaan,"City, Historical",Male,2,0,2,"['City', 'Historical']",44,10718,6,Cold,Cultural,City in Rajasthan,"Shopping, Nightlife"
907,417,3,Goa Beaches,Goa,Beach,Nov-Mar,4.0,Saanvi,"Beaches, Historical",Female,2,2,4,"['Beaches', 'Historical']",37,31224,10,Humid,Relaxed,Beach in Goa,"Sunbathing, Surfing"
343,424,5,Kerala Backwaters,Kerala,Nature,Sep-Mar,2.0,Saanvi,"Beaches, Historical",Female,2,1,3,"['Beaches', 'Historical']",42,32421,10,Cold,Relaxed,Nature in Kerala,"Boating, Birdwatching"
27,130,1,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,2.6666666666666665,Diya,"City, Historical",Female,2,2,4,"['City', 'Historical']",48,47912,8,Dry,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
607,552,5,Goa Beaches,Goa,Beach,Nov-Mar,4.0,Aarav,"Beaches, Historical",Male,1,0,1,"['Beaches', 'Historical']",29,5671,6,Tropical,Relaxed,Beach in Goa,"Sunbathing, Surfing"
653,756,4,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Aarav,"Nature, Adventure",Male,2,1,3,"['Nature', 'Adventure']",38,17562,8,Moderate,Explorer,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
153,720,4,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,2.0,Meera,"City, Historical",Female,1,0,1,"['City', 'Historical']",52,12901,7,Moderate,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
186,986,2,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Vivaan,"City, Historical",Male,1,2,3,"['City', 'Historical']",24,55821,7,Tropical,Cultural,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
499,830,3,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,1.0,Aarav,"Beaches, Historical",Male,2,0,2,"['Beaches', 'Historical']",28,12206,5,Moderate,Relaxed,Adventure in Jammu and Kashmir,"Trekking, Camping"
442,827,2,Goa Beaches,Goa,Beach,Nov-Mar,2.5,Tanvi,"Beaches, Historical",Female,1,0,1,"['Beaches', 'Historical']",45,6715,8,Moderate,Relaxed,Beach in Goa,"Sunbathing, Surfing"
321,229,5,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Tanvi,"City, Historical",Female,2,2,4,"['City', 'Historical']",23,37296,9,Dry,Cultural,Nature in Kerala,"Boating, Birdwatching"
416,274,3,Kerala Backwaters,Kerala,Nature,Sep-Mar,3.0,Diya,"Nature, Adventure",Female,2,0,2,"['Nature', 'Adventure']",52,20060,6,Cold,Explorer,Nature in Kerala,"Boating, Birdwatching"
80,49,2,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Diya,"Nature, Adventure",Female,1,2,3,"['Nature', 'Adventure']",41,49488,8,Tropical,Explorer,Nature in Kerala,"Boating, Birdwatching"
708,395,2,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,3.0,Dhruv,"City, Historical",Male,1,1,2,"['City', 'Historical']",53,12292,10,Moderate,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
971,767,2,Goa Beaches,Goa,Beach,Nov-Mar,5.0,Diya,"Nature, Adventure",Female,2,2,4,"['Nature', 'Adventure']",54,69096,3,Dry,Explorer,Beach in Goa,"Sunbathing, Surfing"
579,211,4,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,1.5,Aarav,"City, Historical",Male,2,1,3,"['City', 'Historical']",33,34269,9,Tropical,Cultural,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
560,38,1,Jaipur City,Rajasthan,City,Oct-Mar,,Tanvi,"Nature, Adventure",Female,1,1,2,"['Nature', 'Adventure']",43,30936,10,Dry,Explorer,City in Rajasthan,"Shopping, Nightlife"
837,109,3,Kerala Backwaters,Kerala,Nature,Sep-Mar,3.0,Meera,"City, Historical",Female,2,2,4,"['City', 'Historical']",60,73204,4,Cold,Cultural,Nature in Kerala,"Boating, Birdwatching"
415,216,4,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,,Arjun,"Beaches, Historical",Male,1,2,3,"['Beaches', 'Historical']",22,33432,3,Tropical,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
864,410,2,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,1.0,Riya,"City, Historical",Female,2,2,4,"['City', 'Historical']",38,24252,3,Moderate,Cultural,Adventure in Jammu and Kashmir,"Trekking, Camping"
584,757,3,Goa Beaches,Goa,Beach,Nov-Mar,3.5,Rohan,"Nature, Adventure",Male,1,2,3,"['Nature', 'Adventure']",46,15912,10,Humid,Explorer,Beach in Goa,"Sunbathing, Surfing"
992,62,4,Goa Beaches,Goa,Beach,Nov-Mar,,Karan,"Nature, Adventure",Male,1,2,3,"['Nature', 'Adventure']",35,31023,10,Humid,Explorer,Beach in Goa,"Sunbathing, Surfing"
682,335,2,Leh Ladakh,Jammu and Kashmir,Adventure,Apr-Jun,4.0,Hitesh,"Beaches, Historical",Male,2,0,2,"['Beaches', 'Historical']",25,10510,9,Tropical,Relaxed,Adventure in Jammu and Kashmir,"Trekking, Camping"
725,29,1,Kerala Backwaters,Kerala,Nature,Sep-Mar,2.0,Karan,"Nature, Adventure",Male,1,1,2,"['Nature', 'Adventure']",23,34934,8,Cold,Explorer,Nature in Kerala,"Boating, Birdwatching"
550,33,2,Jaipur City,Rajasthan,City,Oct-Mar,2.0,Ritvik,"Beaches, Historical",Male,1,0,1,"['Beaches', 'Historical']",45,16339,5,Humid,Relaxed,City in Rajasthan,"Shopping, Nightlife"
572,699,4,Kerala Backwaters,Kerala,Nature,Sep-Mar,2.333333333333333,Meera,"Nature, Adventure",Female,2,2,4,"['Nature', 'Adventure']",44,43932,3,Tropical,Explorer,Nature in Kerala,"Boating, Birdwatching"
696,307,3,Goa Beaches,Goa,Beach,Nov-Mar,,Hitesh,"City, Historical",Male,1,1,2,"['City', 'Historical']",52,19420,7,Humid,Cultural,Beach in Goa,"Sunbathing, Surfing"
803,177,5,Goa Beaches,Goa,Beach,Nov-Mar,2.0,Isha,"Nature, Adventure",Female,2,1,3,"['Nature', 'Adventure']",49,26397,6,Tropical,Explorer,Beach in Goa,"Sunbathing, Surfing"
352,643,1,Jaipur City,Rajasthan,City,Oct-Mar,1.0,Kavya,"Beaches, Historical",Female,1,0,1,"['Beaches', 'Historical']",27,17696,4,Dry,Relaxed,City in Rajasthan,"Shopping, Nightlife"
283,952,5,Goa Beaches,Goa,Beach,Nov-Mar,5.0,Anika,"Beaches, Historical",Female,1,1,2,"['Beaches', 'Historical']",49,35794,10,Humid,Relaxed,Beach in Goa,"Sunbathing, Surfing"
844,346,3,Taj Mahal,Uttar Pradesh,Historical,Nov-Feb,3.6666666666666665,Aditya,"Beaches, Historical",Male,2,1,3,"['Beaches', 'Historical']",43,41916,5,Cold,Relaxed,Historical in Uttar Pradesh,"Museum Tour, Guided Walk"
690,388,2,Jaipur City,Rajasthan,City,Oct-Mar,3.5,Rohan,"City, Historical",Male,2,2,4,"['City', 'Historical']",18,64404,8,Cold,Cultural,City in Rajasthan,"Shopping, Nightlife"
503,139,4,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Dhruv,"Nature, Adventure",Male,1,2,3,"['Nature', 'Adventure']",20,59349,6,Dry,Explorer,Nature in Kerala,"Boating, Birdwatching"
987,754,5,Kerala Backwaters,Kerala,Nature,Sep-Mar,,Meera,"City, Historical",Female,2,2,4,"['City', 'Historical']",31,53880,4,Dry,Cultural,Nature in Kerala,"Boating, Birdwatching"
743,614,4,Kerala Backwaters,Kerala,Nature,Sep-Mar,5.0,Riya,"Nature, Adventure",Female,1,2,3,"['Nature', 'Adventure']",48,30600,9,Cold,Explorer,Nature in Kerala,"Boating, Birdwatching"
